����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
000511.SZ,*STϩ̼,1999-01-26,1.0566,1.0552,1.0761,1.0302,1.0552,1124100,8526762.3,-0.0014,-0.1314,7.5854,1.631,523802533.6,N/A,987095220,68921386,0,129880950,92.542,6.5156,14.3559,1262.4128,
000511.SZ,*STϩ̼,1999-01-27,1.0552,1.058,1.0858,1.0414,1.0802,1335900,10292452.5,0.025,2.3684,7.7045,1.9383,536208383.08,N/A,1010473791,68921386,0,129880950,94.7338,6.67,14.6959,1292.312,
000511.SZ,*STϩ̼,1999-01-28,1.0802,1.0761,1.1344,1.0705,1.0997,2050600,16431072.6,0.0194,1.7995,8.0128,2.9753,545857377.12,N/A,1028657124,68921386,0,129880950,96.4385,6.79,14.9604,1315.567,
000511.SZ,*STϩ̼,1999-01-29,1.0997,1.0969,1.1247,1.0566,1.0677,1612800,12561467.8,-0.0319,-2.904,7.7886,2.3401,530005458.34,N/A,998784505.5,68921386,0,129880950,93.6379,6.5928,14.5259,1277.3624,
000511.SZ,*STϩ̼,1999-02-01,1.0677,1.0663,1.0788,1.015,1.0205,1149300,8636415.7,-0.0472,-4.4213,7.5145,1.6676,506572187.1,N/A,954624982.5,68921386,0,129880950,89.4979,6.3013,13.8837,1220.8861,
000511.SZ,*STϩ̼,1999-02-02,1.0205,1.008,1.0386,0.9719,1.0372,1045300,7616207.8,0.0167,1.6327,7.2861,1.5167,514842753.42,N/A,970210696.5,68921386,0,129880950,90.9591,6.4042,14.1104,1240.8188,
000511.SZ,*STϩ̼,1999-02-03,1.0372,1.0344,1.0344,0.9941,0.9969,382500,2802856.6,-0.0403,-3.8822,7.3277,0.555,494855551.48,N/A,932545221,68921386,0,129880950,87.4278,6.1556,13.5626,1192.6478,
000511.SZ,*STϩ̼,1999-02-04,0.9969,0.9928,1.0066,0.983,0.9955,626200,4484200.9,-0.0014,-0.1393,7.161,0.9086,494166337.62,N/A,931246411.5,68921386,0,129880950,87.3061,6.147,13.5437,1190.9868,
000511.SZ,*STϩ̼,1999-02-05,0.9955,0.9817,0.9886,0.9456,0.9456,748400,5198038.6,-0.05,-5.0209,6.9455,1.0859,469354638.66,N/A,884489269.5,68921386,0,129880950,82.9225,5.8383,12.8637,1131.1884,
000511.SZ,*STϩ̼,1999-02-08,0.9456,0.9442,0.983,0.9025,0.9095,1253600,8377975.4,-0.0361,-3.8179,6.6831,1.8189,451435078.3,N/A,850720222.5,68921386,0,129880950,79.7566,5.6154,12.3726,1088.0005,
000511.SZ,*STϩ̼,1999-02-09,0.9095,0.9164,0.9553,0.915,0.9553,900700,6085982.2,0.0458,5.0382,6.7569,1.3069,474179135.68,N/A,893580936,68921386,0,129880950,83.7749,5.8984,12.9959,1142.8158,
000511.SZ,*STϩ̼,1999-03-01,0.9553,1.0025,1.0025,1.0025,1.0025,140800,1017030.9,0.0472,4.9419,7.2232,0.2043,497612406.92,N/A,937740459,68921386,0,129880950,87.9149,6.1899,13.6381,1199.2921,
000511.SZ,*STϩ̼,1999-03-02,1.0025,1.0525,1.0525,1.0525,1.0525,150900,1144094.9,0.05,4.9861,7.5818,0.2189,522424105.88,N/A,984497601,68921386,0,129880950,92.2985,6.4985,14.3182,1259.0907,
000511.SZ,*STϩ̼,1999-03-03,1.0525,1.1052,1.1052,1.1052,1.1052,202600,1613014.4,0.0528,5.0132,7.9616,0.294,548614232.56,N/A,1033852362,68921386,0,129880950,96.9256,6.8243,15.036,1322.2113,
000511.SZ,*STϩ̼,1999-03-04,1.1052,1.1608,1.1608,1.0872,1.1358,7690100,62565585.7,0.0305,2.7638,8.1359,11.1578,563776937.48,N/A,1062426171,68921386,0,129880950,99.6044,7.0129,15.4515,1358.7549,
000511.SZ,*STϩ̼,1999-03-05,1.1358,1.1247,1.1316,1.0788,1.0858,3165200,25015157.2,-0.05,-4.401,7.9032,4.5925,538965238.52,N/A,1015669029,68921386,0,129880950,95.2209,6.7042,14.7715,1298.9563,
000511.SZ,*STϩ̼,1999-03-08,1.0858,1.0816,1.1399,1.0761,1.1399,2549800,20567574.1,0.0542,4.9872,8.0663,3.6996,565844579.06,N/A,1066322599.5,68921386,0,129880950,99.9697,7.0386,15.5082,1363.738,
000511.SZ,*STϩ̼,1999-03-09,1.1399,1.1524,1.1663,1.1233,1.1247,1968700,16193525.3,-0.0153,-1.3398,8.2255,2.8564,558263226.6,N/A,1052035695,68921386,0,129880950,98.6303,6.9443,15.3004,1345.4663,
000511.SZ,*STϩ̼,1999-03-10,1.1247,1.1177,1.1344,1.09,1.1316,1256400,10060041.7,0.0069,0.6173,8.007,1.8229,561709295.9,N/A,1058529742.5,68921386,0,129880950,99.2391,6.9872,15.3949,1353.7716,
000511.SZ,*STϩ̼,1999-03-11,1.1316,1.1288,1.1858,1.1288,1.1399,2420400,20196650.2,0.0083,0.7362,8.3443,3.5118,565844579.06,N/A,1066322599.5,68921386,0,129880950,99.9697,7.0386,15.5082,1363.738,
000511.SZ,*STϩ̼,1999-03-12,1.1399,1.1399,1.1399,1.1399,1.1399,N/A,N/A,0,0,N/A,N/A,565844579.06,N/A,1066322599.5,68921386,0,129880950,99.9697,7.0386,15.5082,1363.738,
000511.SZ,*STϩ̼,1999-03-15,1.1399,1.1524,1.1691,1.1108,1.1163,1764100,14344172,-0.0236,-2.0706,8.1312,2.5596,554127943.44,N/A,1044242838,68921386,0,129880950,97.8997,6.8929,15.1871,1335.4999,
000511.SZ,*STϩ̼,1999-03-16,1.1163,1.1108,1.1247,1.0969,1.1177,1344300,10701567.9,0.0014,0.1244,7.9607,1.9505,554817157.3,N/A,1045541647.5,68921386,0,129880950,98.0215,6.9014,15.206,1337.1609,
000511.SZ,*STϩ̼,1999-03-17,1.1177,1.1177,1.1594,1.0997,1.0997,1685900,13682525,-0.0181,-1.6149,8.1159,2.4461,545857377.12,N/A,1028657124,68921386,0,129880950,96.4385,6.79,14.9604,1315.567,
000511.SZ,*STϩ̼,1999-03-18,1.0997,1.0969,1.1302,1.0886,1.1108,1401100,11187465.9,0.0111,1.0101,7.9848,2.0329,551371088,N/A,1039047600,68921386,0,129880950,97.4126,6.8586,15.1115,1328.8556,
000511.SZ,*STϩ̼,1999-03-19,1.1108,1.1108,1.1663,1.1108,1.1663,4114200,34257420.6,0.0555,5,8.3266,5.9694,578939642.4,N/A,1090999980,68921386,0,129880950,102.2833,7.2015,15.8671,1395.2983,
000511.SZ,*STϩ̼,1999-03-22,1.1663,1.1996,1.2246,1.1802,1.2024,4133600,35820215.3,0.0361,3.0952,8.6656,5.9976,596859202.76,N/A,1124769027,68921386,0,129880950,105.4492,7.4244,16.3582,1438.4862,
000511.SZ,*STϩ̼,1999-03-23,1.2024,1.2038,1.2205,1.1663,1.208,1517700,13004771.7,0.0056,0.4619,8.5687,2.2021,599616058.2,N/A,1129964265,68921386,0,129880950,105.9362,7.4587,16.4338,1445.1305,
000511.SZ,*STϩ̼,1999-03-24,1.208,1.2094,1.2399,1.1941,1.1996,1258500,10993439.5,-0.0083,-0.6897,8.7354,1.826,595480775.04,N/A,1122171408,68921386,0,129880950,105.2057,7.4072,16.3204,1435.1641,
000511.SZ,*STϩ̼,1999-03-25,1.1996,1.1885,1.1941,1.1538,1.158,1953600,16462040,-0.0417,-3.4722,8.4265,2.8345,574804359.24,N/A,1083207123,68921386,0,129880950,101.5527,7.15,15.7537,1385.3319,
000511.SZ,*STϩ̼,1999-03-26,1.158,1.1524,1.1913,1.1469,1.1691,919000,7734549.8,0.0111,0.9592,8.4163,1.3334,580318070.12,N/A,1093597599,68921386,0,129880950,102.5268,7.2186,15.9049,1398.6205,
000511.SZ,*STϩ̼,1999-03-29,1.1691,1.1663,1.1996,1.1635,1.1802,981700,8399606.7,0.0111,0.9501,8.5562,1.4244,585831781,N/A,1103988075,68921386,0,129880950,103.5009,7.2872,16.056,1411.9091,
000511.SZ,*STϩ̼,1999-03-30,1.1802,1.1969,1.2135,1.1677,1.1705,883300,7562938.9,-0.0097,-0.8235,8.5621,1.2816,581007283.98,N/A,1094896408.5,68921386,0,129880950,102.6486,7.2272,15.9238,1400.2816,
000511.SZ,*STϩ̼,1999-03-31,1.1705,1.1635,1.1802,1.1455,1.1649,1123000,9391658.3,-0.0056,-0.4745,8.363,1.6294,578250428.54,N/A,1089701170.5,68921386,0,129880950,102.1615,7.1929,15.8482,1393.6373,
000511.SZ,*STϩ̼,1999-04-01,1.1649,1.1594,1.1774,1.1538,1.1719,1051600,8797184.9,0.0069,0.5959,8.3655,1.5258,581696497.84,N/A,1096195218,68921386,0,129880950,102.7703,7.2358,15.9426,1401.9426,
000511.SZ,*STϩ̼,1999-04-02,1.1719,1.1719,1.2191,1.1663,1.1844,1328000,11451266,0.0125,1.0664,8.6229,1.9268,587899422.58,N/A,1107884503.5,68921386,0,129880950,103.8662,7.3129,16.1126,1416.8922,
000511.SZ,*STϩ̼,1999-04-05,1.1844,1.183,1.2441,1.1802,1.2413,2340900,20608090.2,0.0569,4.8066,8.8035,3.3965,616157190.84,N/A,1161135693,68921386,0,129880950,108.8586,7.6644,16.8871,1484.9961,
000511.SZ,*STϩ̼,1999-04-06,1.2413,1.2427,1.2635,1.208,1.2469,2017200,18082400.8,0.0056,0.4474,8.9641,2.9268,618914046.28,N/A,1166330931,68921386,0,129880950,109.3457,7.6987,16.9627,1491.6404,
000511.SZ,*STϩ̼,1999-04-07,1.2469,1.258,1.2621,1.2121,1.2205,1454200,12914217.2,-0.0264,-2.1158,8.8806,2.1099,605818982.94,N/A,1141653550.5,68921386,0,129880950,107.0321,7.5358,16.6038,1460.0801,
000511.SZ,*STϩ̼,1999-04-08,1.2205,1.2219,1.2413,1.2052,1.2094,1014800,8915671.3,-0.0111,-0.9101,8.7856,1.4724,600305272.06,N/A,1131263074.5,68921386,0,129880950,106.058,7.4673,16.4527,1446.7915,
000511.SZ,*STϩ̼,1999-04-09,1.2094,1.2052,1.258,1.2024,1.2288,1515500,13459098.8,0.0194,1.6073,8.881,2.1989,609954266.1,N/A,1149446407.5,68921386,0,129880950,107.7627,7.5873,16.7171,1470.0465,
000511.SZ,*STϩ̼,1999-04-12,1.2288,1.2288,1.2288,1.1871,1.1899,1244000,10848591.4,-0.0389,-3.1638,8.7207,1.805,590656278.02,N/A,1113079741.5,68921386,0,129880950,104.3533,7.3472,16.1882,1423.5365,
000511.SZ,*STϩ̼,1999-04-13,1.1899,1.1788,1.2038,1.1358,1.1441,1844900,15496997.5,-0.0458,-3.8506,8.3999,2.6768,567912220.64,N/A,1070219028,68921386,0,129880950,100.335,7.0643,15.5649,1368.7212,
000511.SZ,*STϩ̼,1999-04-14,1.1441,1.1441,1.1802,1.1219,1.1677,1368800,11273847.5,0.0236,2.0631,8.2363,1.986,579628856.26,N/A,1092298789.5,68921386,0,129880950,102.405,7.2101,15.886,1396.9595,
000511.SZ,*STϩ̼,1999-04-15,1.1677,1.1774,1.1844,1.1413,1.1455,884900,7379068.8,-0.0222,-1.9025,8.3389,1.2839,568601434.5,N/A,1071517837.5,68921386,0,129880950,100.4568,7.0729,15.5837,1370.3823,
000511.SZ,*STϩ̼,1999-04-16,1.1455,1.1316,1.158,1.1205,1.1261,1024700,8363033.9,-0.0194,-1.697,8.1614,1.4868,558952440.46,N/A,1053334504.5,68921386,0,129880950,98.7521,6.9529,15.3193,1347.1273,
000511.SZ,*STϩ̼,1999-04-19,1.1261,1.1247,1.1802,1.0969,1.1719,1531900,12600458.1,0.0458,4.0691,8.2254,2.2227,581696497.84,N/A,1096195218,68921386,0,129880950,102.7703,7.2358,15.9426,1401.9426,
000511.SZ,*STϩ̼,1999-04-20,1.1719,1.1691,1.1913,1.1635,1.1719,877000,7448204.1,0,0,8.4928,1.2725,581696497.84,N/A,1096195218,68921386,0,129880950,102.7703,7.2358,15.9426,1401.9426,
000511.SZ,*STϩ̼,1999-04-21,1.1719,1.1802,1.2302,1.1719,1.2107,3707600,32624760.1,0.0389,3.3175,8.7994,5.3795,600994485.92,N/A,1132561884,68921386,0,129880950,106.1798,7.4758,16.4715,1448.4525,
000511.SZ,*STϩ̼,1999-04-22,1.2107,1.2121,1.2566,1.1899,1.2469,4364300,38741748.6,0.0361,2.9817,8.877,6.3323,618914046.28,N/A,1166330931,68921386,0,129880950,109.3457,7.6987,16.9627,1491.6404,
000511.SZ,*STϩ̼,1999-04-23,1.2469,1.2552,1.2913,1.2399,1.2746,3814400,34787799.1,0.0278,2.2272,9.1201,5.5344,632698323.48,N/A,1192307121,68921386,0,129880950,111.781,7.8702,17.3405,1524.8618,
000511.SZ,*STϩ̼,1999-04-26,1.2746,1.2913,1.3024,1.2219,1.2288,3185000,28907275.8,-0.0458,-3.5948,9.0761,4.6212,609954266.1,N/A,1149446407.5,68921386,0,129880950,107.7627,7.5873,16.7171,1470.0465,
000511.SZ,*STϩ̼,1999-04-27,1.2288,1.2288,1.2288,1.2288,1.2288,N/A,N/A,0,0,N/A,N/A,609954266.1,N/A,1149446407.5,68921386,0,129880950,107.7627,7.5873,16.7171,1470.0465,
000511.SZ,*STϩ̼,1999-04-28,1.2288,1.2219,1.2427,1.1066,1.1066,5956000,48919209.6,-0.1222,-9.9435,8.2134,8.6417,549303446.42,N/A,1035151171.5,68921386,0,129880950,97.0473,6.8328,15.0548,1323.8723,
000511.SZ,*STϩ̼,1999-04-29,1.1066,1.0691,1.1288,1.0219,1.0844,3087000,23906725.9,-0.0222,-2.0075,7.7443,4.479,538276024.66,N/A,1014370219.5,68921386,0,129880950,95.0991,6.6957,14.7526,1297.2953,
000511.SZ,*STϩ̼,1999-04-30,1.0844,1.083,1.158,1.0802,1.1219,1765600,14298962.1,0.0375,3.4571,8.0986,2.5618,556884798.88,N/A,1049438076,68921386,0,129880950,98.3868,6.9271,15.2626,1342.1442,
000511.SZ,*STϩ̼,1999-05-04,1.1219,1.1233,1.1344,1.0552,1.065,1606200,12518848.3,-0.0569,-5.0743,7.7941,2.3305,528627030.62,N/A,996186886.5,68921386,0,129880950,93.3944,6.5756,14.4882,1274.0403,
000511.SZ,*STϩ̼,1999-05-05,1.065,1.0719,1.0886,1.0289,1.0539,1510900,11420318.1,-0.0111,-1.043,7.5586,2.1922,523113319.74,N/A,985796410.5,68921386,0,129880950,92.4202,6.5071,14.337,1260.7517,
000511.SZ,*STϩ̼,1999-05-06,1.0539,1.0552,1.0733,1.0316,1.0566,981600,7445354.7,0.0028,0.2635,7.5849,1.4242,524491747.46,N/A,988394029.5,68921386,0,129880950,92.6638,6.5242,14.3748,1264.0739,
000511.SZ,*STϩ̼,1999-05-07,1.0566,1.0636,1.0636,1.0275,1.0289,1008400,7562297.6,-0.0278,-2.6281,7.4993,1.4631,510707470.26,N/A,962417839.5,68921386,0,129880950,90.2285,6.3527,13.997,1230.8524,
000511.SZ,*STϩ̼,1999-05-10,1.0289,1.0136,1.0136,0.958,0.9692,2274300,16091884.4,-0.0597,-5.803,7.0755,3.2998,481071274.28,N/A,906569031,68921386,0,129880950,84.9925,5.9841,13.1848,1159.4265,
000511.SZ,*STϩ̼,1999-05-11,0.9692,0.9844,1.015,0.965,0.9983,927600,6651175,0.0292,3.0086,7.1703,1.3459,495544765.34,N/A,933844030.5,68921386,0,129880950,87.5496,6.1641,13.5815,1194.309,
000511.SZ,*STϩ̼,1999-05-12,0.9983,1.0039,1.0164,0.9789,1.0136,778000,5568111.8,0.0153,1.5299,7.157,1.1288,503126117.8,N/A,948130935,68921386,0,129880950,88.889,6.2584,13.7893,1212.5807,
000511.SZ,*STϩ̼,1999-05-13,1.0136,1.0136,1.0164,0.9803,0.9844,463400,3309740,-0.0292,-2.8767,7.1423,0.6724,488652626.74,N/A,920855935.5,68921386,0,129880950,86.332,6.0784,13.3926,1177.6982,
000511.SZ,*STϩ̼,1999-05-14,0.9844,0.9733,1.0066,0.9636,0.9817,873600,6181345.9,-0.0028,-0.2821,7.0757,1.2675,487274199.02,N/A,918258316.5,68921386,0,129880950,86.0884,6.0613,13.3548,1174.3761,
000511.SZ,*STϩ̼,1999-05-17,0.9817,0.9789,1.0316,0.9719,1.0247,1083900,7904311.9,0.043,4.3847,7.2925,1.5727,508639828.68,N/A,958521411,68921386,0,129880950,89.8632,6.327,13.9404,1225.8693,
000511.SZ,*STϩ̼,1999-05-18,1.0247,1.0247,1.0344,0.9955,0.9997,526700,3835988.2,-0.025,-2.439,7.2831,0.7642,496233979.2,N/A,935142840,68921386,0,129880950,87.6714,6.1727,13.6004,1195.97,
000511.SZ,*STϩ̼,1999-05-19,0.9997,0.9997,1.0372,0.9886,1.0302,671300,4932600.1,0.0305,3.0556,7.3478,0.974,511396684.12,N/A,963716649,68921386,0,129880950,90.3502,6.3613,14.0159,1232.5135,
000511.SZ,*STϩ̼,1999-05-20,1.0302,1.0344,1.0816,1.0136,1.0566,1623400,12259896.5,0.0264,2.5606,7.552,2.3554,524491747.46,N/A,988394029.5,68921386,0,129880950,92.6638,6.5242,14.3748,1264.0739,
000511.SZ,*STϩ̼,1999-05-21,1.0566,1.0594,1.0719,1.0233,1.0302,1581100,11839208.3,-0.0264,-2.4967,7.488,2.2941,511396684.12,N/A,963716649,68921386,0,129880950,90.3502,6.3613,14.0159,1232.5135,
000511.SZ,*STϩ̼,1999-05-24,1.0302,1.0275,1.083,0.983,1.0816,3002100,21909321.4,0.0514,4.9865,7.298,4.3558,536897596.94,N/A,1011772600.5,68921386,0,129880950,94.8556,6.6785,14.7148,1293.9731,
000511.SZ,*STϩ̼,1999-05-25,1.0816,1.083,1.1219,1.0344,1.0539,2325300,18088178.7,-0.0278,-2.5674,7.7789,3.3738,523113319.74,N/A,985796410.5,68921386,0,129880950,92.4202,6.5071,14.337,1260.7517,
000511.SZ,*STϩ̼,1999-05-26,1.0539,1.0289,1.083,1.0289,1.0497,1716900,12946400.7,-0.0042,-0.3953,7.5406,2.4911,521045678.16,N/A,981899982,68921386,0,129880950,92.0549,6.4813,14.2804,1255.7686,
000511.SZ,*STϩ̼,1999-05-27,1.0497,1.0552,1.1066,1.0539,1.0705,2169600,16823302.4,0.0208,1.9841,7.7541,3.1479,531383886.06,N/A,1001382124.5,68921386,0,129880950,93.8814,6.6099,14.5637,1280.6846,
000511.SZ,*STϩ̼,1999-05-28,1.0705,1.083,1.0969,1.0205,1.0316,2567500,19245541.8,-0.0389,-3.6316,7.4958,3.7253,512085897.98,N/A,965015458.5,68921386,0,129880950,90.472,6.3699,14.0348,1234.1746,
000511.SZ,*STϩ̼,1999-05-31,1.0316,1.0275,1.0552,1.0039,1.0164,2844600,20814584.4,-0.0153,-1.4805,7.3172,4.1273,504504545.52,N/A,950728554,68921386,0,129880950,89.1326,6.2756,13.827,1215.9028,
000511.SZ,*STϩ̼,1999-06-01,1.0164,1.0247,1.1177,1.0247,1.1177,3902200,31120070.2,0.1014,9.9727,7.975,5.6618,554817157.3,N/A,1045541647.5,68921386,0,129880950,98.0215,6.9014,15.206,1337.1609,
000511.SZ,*STϩ̼,1999-06-02,1.1177,1.183,1.1941,1.0663,1.0705,4931100,39799086.1,-0.0472,-4.2236,8.071,7.1547,531383886.06,N/A,1001382124.5,68921386,0,129880950,93.8814,6.6099,14.5637,1280.6846,
000511.SZ,*STϩ̼,1999-06-03,1.0705,1.0636,1.0802,1.0275,1.0386,1588100,12013860.5,-0.0319,-2.9831,7.5649,2.3042,515531967.28,N/A,971509506,68921386,0,129880950,91.0808,6.4128,14.1293,1242.48,
000511.SZ,*STϩ̼,1999-06-04,1.0386,1.0344,1.0719,1.0302,1.0539,1349300,10217216.8,0.0153,1.4706,7.5722,1.9577,523113319.74,N/A,985796410.5,68921386,0,129880950,92.4202,6.5071,14.337,1260.7517,
000511.SZ,*STϩ̼,1999-06-07,1.0539,1.0511,1.0816,1.0261,1.0691,1865800,14083128.8,0.0153,1.4493,7.548,2.7071,530694672.2,N/A,1000083315,68921386,0,129880950,93.7597,6.6014,14.5448,1279.0234,
000511.SZ,*STϩ̼,1999-06-08,1.0691,1.0802,1.09,1.0469,1.0691,1714000,13138842.3,0,0,7.6656,2.4869,530694672.2,N/A,1000083315,68921386,0,129880950,93.7597,6.6014,14.5448,1279.0234,
000511.SZ,*STϩ̼,1999-06-09,1.0691,1.0788,1.1344,1.0622,1.1108,2826000,22471017.4,0.0417,3.8961,7.9515,4.1003,551371088,N/A,1039047600,68921386,0,129880950,97.4126,6.8586,15.1115,1328.8556,
000511.SZ,*STϩ̼,1999-06-10,1.1108,1.1247,1.1372,1.0858,1.1066,2157400,17187878.3,-0.0042,-0.375,7.9669,3.1302,549303446.42,N/A,1035151171.5,68921386,0,129880950,97.0473,6.8328,15.0548,1323.8723,
000511.SZ,*STϩ̼,1999-06-11,1.1066,1.1066,1.1524,1.0858,1.1288,2803200,22585576.4,0.0222,2.0075,8.0571,4.0672,560330868.18,N/A,1055932123.5,68921386,0,129880950,98.9956,6.97,15.3571,1350.4495,
000511.SZ,*STϩ̼,1999-06-14,1.1288,1.1594,1.1802,1.1247,1.1788,3049400,25461865.7,0.05,4.428,8.3498,4.4245,585142567.14,N/A,1102689265.5,68921386,0,129880950,103.3792,7.2786,16.0371,1410.2479,
000511.SZ,*STϩ̼,1999-06-15,1.1788,1.1927,1.2024,1.0622,1.0858,3472700,28869151.9,-0.093,-7.8916,8.3132,5.0386,538965238.52,N/A,1015669029,68921386,0,129880950,95.2209,6.7042,14.7715,1298.9563,
000511.SZ,*STϩ̼,1999-06-16,1.0858,1.0983,1.1385,1.083,1.1233,2186800,17413912.4,0.0375,3.4527,7.9632,3.1729,557574012.74,N/A,1050736885.5,68921386,0,129880950,98.5085,6.9357,15.2815,1343.8052,
000511.SZ,*STϩ̼,1999-06-17,1.1233,1.1247,1.1455,1.09,1.1094,2915300,23252529.6,-0.0139,-1.2361,7.976,4.2299,550681874.14,N/A,1037748790.5,68921386,0,129880950,97.2909,6.85,15.0926,1327.1945,
000511.SZ,*STϩ̼,1999-06-18,1.1094,1.1136,1.1941,1.0691,1.1566,5387400,43999907.8,0.0472,4.2553,8.1672,7.8167,574115145.38,N/A,1081908313.5,68921386,0,129880950,101.4309,7.1415,15.7349,1383.6709,
000511.SZ,*STϩ̼,1999-06-21,1.1566,1.1746,1.2718,1.1524,1.2496,6510900,57336717.3,0.093,8.0432,8.8063,9.4469,620292474,N/A,1168928550,68921386,0,129880950,109.5892,7.7159,17.0005,1494.9625,
000511.SZ,*STϩ̼,1999-06-22,1.2496,1.2496,1.2566,1.1941,1.2302,4327800,38251807.2,-0.0194,-1.5556,8.8386,6.2793,610643479.96,N/A,1150745217,68921386,0,129880950,107.8845,7.5959,16.736,1471.7075,
000511.SZ,*STϩ̼,1999-06-23,1.2302,1.2593,1.3079,1.2302,1.2732,5119100,47031573.9,0.043,3.4989,9.1875,7.4274,632009109.62,N/A,1191008311.5,68921386,0,129880950,111.6592,7.8616,17.3216,1523.2007,
000511.SZ,*STϩ̼,1999-06-24,1.2732,1.2774,1.3052,1.2524,1.3052,6148800,56488823.3,0.0319,2.5082,9.187,8.9215,647861028.4,N/A,1220880930,68921386,0,129880950,114.4599,8.0588,17.756,1561.4053,
000511.SZ,*STϩ̼,1999-06-25,1.3052,1.3232,1.4357,1.2635,1.2705,10409500,104121844.4,-0.0347,-2.6596,10.0026,15.1034,630630681.9,N/A,1188410692.5,68921386,0,129880950,111.4157,7.8445,17.2838,1519.8785,
000511.SZ,*STϩ̼,1999-06-28,1.2705,1.301,1.3982,1.2996,1.3982,7271400,71889806.8,0.1277,10.0546,9.8867,10.5503,694038357.02,N/A,1307901166.5,68921386,0,129880950,122.6182,8.6332,19.0216,1672.6969,
000511.SZ,*STϩ̼,1999-06-29,1.3982,1.5245,1.5245,1.4176,1.4857,7351100,78283762.1,0.0875,6.2562,10.6493,10.6659,737458830.2,N/A,1389726165,68921386,0,129880950,130.2894,9.1733,20.2116,1777.3444,
000511.SZ,*STϩ̼,1999-06-30,1.4857,1.4954,1.4996,1.3579,1.3635,5869900,59463085.6,-0.1222,-8.2243,10.1302,8.5168,676808010.52,N/A,1275430929,68921386,0,129880950,119.574,8.4189,18.5494,1631.1702,
000511.SZ,*STϩ̼,1999-07-01,1.3635,1.3579,1.3579,1.2274,1.2274,3420800,31180786.1,-0.1361,-9.9796,9.1151,4.9633,609265052.24,N/A,1148147598,68921386,0,129880950,107.641,7.5787,16.6982,1468.3854,
000511.SZ,*STϩ̼,1999-07-02,1.2274,1.2496,1.2843,1.1663,1.2746,3019400,26930080.3,0.0472,3.8462,8.919,4.3809,632698323.48,N/A,1192307121,68921386,0,129880950,111.781,7.8702,17.3405,1524.8618,
000511.SZ,*STϩ̼,1999-07-05,1.2746,1.2885,1.3135,1.2469,1.2663,2610900,23984925.1,-0.0083,-0.6536,9.1865,3.7882,628563040.32,N/A,1184514264,68921386,0,129880950,111.0504,7.8188,17.2271,1514.8954,
000511.SZ,*STϩ̼,1999-07-06,1.2663,1.2496,1.2843,1.1802,1.1941,1486400,13152623.3,-0.0722,-5.7018,8.8486,2.1567,592723919.6,N/A,1116976170,68921386,0,129880950,104.7186,7.373,16.2449,1428.5198,
000511.SZ,*STϩ̼,1999-07-07,1.1941,1.1996,1.233,1.1802,1.226,1047400,9103622.4,0.0319,2.6744,8.6916,1.5197,608575838.38,N/A,1146848788.5,68921386,0,129880950,107.5192,7.5701,16.6793,1466.7244,
000511.SZ,*STϩ̼,1999-07-08,1.226,1.233,1.2691,1.201,1.2357,1774900,15719594.4,0.0097,0.7928,8.8566,2.5753,613400335.4,N/A,1155940455,68921386,0,129880950,108.3716,7.6301,16.8116,1478.3518,
000511.SZ,*STϩ̼,1999-07-09,1.2357,1.2371,1.2843,1.2232,1.2455,1732800,15743993.2,0.0097,0.7865,9.0859,2.5142,618224832.42,N/A,1165032121.5,68921386,0,129880950,109.2239,7.6902,16.9438,1489.9794,
000511.SZ,*STϩ̼,1999-07-12,1.2455,1.2385,1.3135,1.1996,1.2899,2944200,26593528,0.0444,3.5674,9.0325,4.2718,640279675.94,N/A,1206594025.5,68921386,0,129880950,113.1204,7.9645,17.5482,1543.1335,
000511.SZ,*STϩ̼,1999-07-13,1.2899,1.2774,1.369,1.2496,1.3121,3692200,35341746.8,0.0222,1.7223,9.572,5.3571,651307097.7,N/A,1227374977.5,68921386,0,129880950,115.0687,8.1017,17.8505,1569.7107,
000511.SZ,*STϩ̼,1999-07-14,1.3121,1.3204,1.3607,1.2774,1.326,2263900,21554014.2,0.0139,1.0582,9.5207,3.2848,658199236.3,N/A,1240363072.5,68921386,0,129880950,116.2863,8.1874,18.0394,1586.3213,
000511.SZ,*STϩ̼,1999-07-15,1.326,1.326,1.326,1.2232,1.2552,2014500,18472261.7,-0.0708,-5.3403,9.1697,2.9229,623049329.44,N/A,1174123788,68921386,0,129880950,110.0763,7.7502,17.076,1501.6068,
000511.SZ,*STϩ̼,1999-07-16,1.2552,1.2496,1.2705,1.1913,1.1913,1723500,15176808.1,-0.0639,-5.0885,8.8058,2.5007,591345491.88,N/A,1114378551,68921386,0,129880950,104.4751,7.3558,16.2071,1425.1976,
000511.SZ,*STϩ̼,1999-07-19,1.1913,1.1663,1.2205,1.1385,1.1844,1335735,11476508.4,-0.0069,-0.5828,8.5919,1.9381,587899422.58,N/A,1107884503.5,68921386,0,129880950,103.8662,7.3129,16.1126,1416.8922,
