Date,Open,High,Low,Close,Adj Close,Volume
2017/5/5,933.539978,934.900024,925.200012,927.130005,927.130005,1911300
2017/5/8,926.119995,936.924988,925.26001,934.299988,934.299988,1329800
2017/5/9,936.950012,937.5,929.530029,932.169983,932.169983,1581800
2017/5/10,931.97998,932,925.159973,928.780029,928.780029,1173900
2017/5/11,925.320007,932.530029,923.030029,930.599976,930.599976,835000
2017/5/12,931.530029,933.440002,927.849976,932.219971,932.219971,1050600
2017/5/15,932.950012,938.25,929.340027,937.080017,937.080017,1108100
2017/5/16,940,943.109985,937.580017,943,943,969500
2017/5/17,935.669983,939.333008,918.140015,919.619995,919.619995,2362100
2017/5/18,921,933.169983,918.75,930.23999,930.23999,1596900
2017/5/19,931.469971,937.755005,931,934.01001,934.01001,1393000
2017/5/22,935,941.882996,935,941.859985,941.859985,1120400
2017/5/23,947.919983,951.46698,942.575012,948.820007,948.820007,1270800
2017/5/24,952.97998,955.090027,949.5,954.960022,954.960022,1024800
2017/5/25,957.330017,972.629028,955.469971,969.539978,969.539978,1660500
2017/5/26,969.700012,974.97998,965.030029,971.469971,971.469971,1252000
2017/5/30,970.309998,976.200012,969.48999,975.880005,975.880005,1466700
2017/5/31,975.02002,979.27002,960.179993,964.859985,964.859985,2448100
2017/6/1,968.950012,971.5,960.01001,966.950012,966.950012,1410500
2017/6/2,969.460022,975.880005,966,975.599976,975.599976,1751000
2017/6/5,976.549988,986.909973,975.099976,983.679993,983.679993,1252100
2017/6/6,983.159973,988.25,975.140015,976.570007,976.570007,1814600
2017/6/7,980,983.97998,975.940002,980.940002,980.940002,1453900
2017/6/8,982.349976,984.570007,977.200012,983.409973,983.409973,1471500
2017/6/9,984.5,984.5,935.630005,949.830017,949.830017,3309400
2017/6/12,939.559998,949.35498,915.232971,942.900024,942.900024,3763500
2017/6/13,951.909973,959.97998,944.090027,953.400024,953.400024,2013300
2017/6/14,959.919983,961.150024,942.25,950.76001,950.76001,1489700
2017/6/15,933.969971,943.338989,924.440002,942.309998,942.309998,2133100
2017/6/16,940,942.039978,931.594971,939.780029,939.780029,3094700
2017/6/19,949.960022,959.98999,949.049988,957.369995,957.369995,1533300
2017/6/20,957.52002,961.619995,950.01001,950.630005,950.630005,1126000
2017/6/21,953.640015,960.099976,950.76001,959.450012,959.450012,1202200
2017/6/22,958.700012,960.719971,954.549988,957.090027,957.090027,941400
2017/6/23,956.830017,966,954.200012,965.590027,965.590027,1527900
2017/6/26,969.900024,973.309998,950.789978,952.27002,952.27002,1598400
2017/6/27,942.460022,948.289978,926.849976,927.330017,927.330017,2579900
2017/6/28,929,942.75,916,940.48999,940.48999,2721400
2017/6/29,929.919983,931.26001,910.619995,917.789978,917.789978,3299200
2017/6/30,926.049988,926.049988,908.309998,908.72998,908.72998,2090200
2017/7/3,912.179993,913.940002,894.789978,898.700012,898.700012,1709800
2017/7/5,901.76001,914.51001,898.5,911.710022,911.710022,1813900
2017/7/6,904.119995,914.94397,899.700012,906.690002,906.690002,1424500
2017/7/7,908.849976,921.539978,908.849976,918.590027,918.590027,1637800
2017/7/10,921.77002,930.380005,919.590027,928.799988,928.799988,1192800
2017/7/11,929.539978,931.429993,922,930.090027,930.090027,1113200
2017/7/12,938.679993,946.299988,934.469971,943.830017,943.830017,1532100
2017/7/13,946.289978,954.450012,943.01001,947.159973,947.159973,1294700
2017/7/14,952,956.909973,948.005005,955.98999,955.98999,1053800
2017/7/17,957,960.73999,949.241028,953.419983,953.419983,1165500
2017/7/18,953,968.039978,950.599976,965.400024,965.400024,1154000
2017/7/19,967.840027,973.039978,964.030029,970.890015,970.890015,1224500
2017/7/20,975,975.900024,961.51001,968.150024,968.150024,1624500
2017/7/21,962.25,973.22998,960.150024,972.919983,972.919983,1711000
2017/7/24,972.219971,986.200012,970.77002,980.340027,980.340027,3248300
2017/7/25,953.809998,959.700012,945.400024,950.700012,950.700012,4661000
2017/7/26,954.679993,955,942.278992,947.799988,947.799988,2088300
2017/7/27,951.780029,951.780029,920,934.090027,934.090027,3213000
2017/7/28,929.400024,943.830017,927.5,941.530029,941.530029,1846400
2017/7/31,941.890015,943.590027,926.039978,930.5,930.5,1970100
2017/8/1,932.380005,937.447021,929.26001,930.830017,930.830017,1277700
2017/8/2,928.609985,932.599976,916.679993,930.390015,930.390015,1824400
2017/8/3,930.340027,932.23999,922.23999,923.650024,923.650024,1202500
2017/8/4,926.75,930.307007,923.030029,927.960022,927.960022,1082300
2017/8/7,929.059998,931.700012,926.5,929.359985,929.359985,1032200
2017/8/8,927.090027,935.814026,925.609985,926.789978,926.789978,1061600
2017/8/9,920.609985,925.97998,917.25,922.900024,922.900024,1192100
2017/8/10,917.549988,919.26001,906.130005,907.23999,907.23999,1824000
2017/8/11,907.969971,917.780029,905.580017,914.390015,914.390015,1206800
2017/8/14,922.530029,924.66803,918.190002,922.669983,922.669983,1064500
2017/8/15,924.22998,926.549988,919.820007,922.219971,922.219971,883400
2017/8/16,925.289978,932.700012,923.445007,926.960022,926.960022,1006700
2017/8/17,925.780029,926.859985,910.97998,910.97998,910.97998,1277200
2017/8/18,910.309998,915.275024,907.153992,910.669983,910.669983,1342700
2017/8/21,910,913,903.400024,906.659973,906.659973,943400
2017/8/22,912.719971,925.859985,911.474976,924.690002,924.690002,1166700
2017/8/23,921.929993,929.929993,919.359985,927,927,1090200
2017/8/24,928.659973,930.840027,915.5,921.280029,921.280029,1270300
2017/8/25,923.48999,925.554993,915.5,915.890015,915.890015,1053400
2017/8/28,916,919.244995,911.869995,913.809998,913.809998,1086500
2017/8/29,905.099976,923.330017,905,921.289978,921.289978,1185600
2017/8/30,920.049988,930.81897,919.650024,929.570007,929.570007,1301200
2017/8/31,931.76001,941.97998,931.76001,939.330017,939.330017,1582600
2017/9/1,941.130005,942.47998,935.150024,937.340027,937.340027,947400
2017/9/5,933.080017,937,921.960022,928.450012,928.450012,1326400
2017/9/6,930.150024,930.914978,919.27002,927.809998,927.809998,1527700
2017/9/7,931.72998,936.409973,923.619995,935.950012,935.950012,1212700
2017/9/8,936.48999,936.98999,924.880005,926.5,926.5,1011500
2017/9/11,934.25,938.380005,926.919983,929.080017,929.080017,1267000
2017/9/12,932.590027,933.47998,923.861023,932.070007,932.070007,1134400
2017/9/13,930.659973,937.25,929.859985,935.090027,935.090027,1102600
2017/9/14,931.25,932.77002,924,925.109985,925.109985,1397600
2017/9/15,924.659973,926.48999,916.359985,920.289978,920.289978,2505400
2017/9/18,920.01001,922.080017,910.599976,915,915,1306900
2017/9/19,917.419983,922.419983,912.549988,921.809998,921.809998,936700
2017/9/20,922.97998,933.880005,922,931.580017,931.580017,1669800
2017/9/21,933,936.530029,923.830017,932.450012,932.450012,1290600
2017/9/22,927.75,934.72998,926.47998,928.530029,928.530029,1052700
2017/9/25,925.450012,926.400024,909.700012,920.969971,920.969971,1856800
2017/9/26,923.719971,930.820007,921.140015,924.859985,924.859985,1666900
2017/9/27,927.73999,949.900024,927.73999,944.48999,944.48999,2239400
2017/9/28,941.359985,950.690002,940.549988,949.5,949.5,1020300
2017/9/29,952,959.786011,951.51001,959.109985,959.109985,1581000
2017/10/2,959.97998,962.539978,947.840027,953.27002,953.27002,1283400
2017/10/3,954,958,949.140015,957.789978,957.789978,888300
2017/10/4,957,960.390015,950.690002,951.679993,951.679993,952400
2017/10/5,955.48999,970.909973,955.179993,969.960022,969.960022,1213800
2017/10/6,966.700012,979.460022,963.359985,978.890015,978.890015,1173900
2017/10/9,980,985.424988,976.109985,977,977,891400
2017/10/10,980,981.570007,966.080017,972.599976,972.599976,968400
2017/10/11,973.719971,990.710022,972.25,989.25,989.25,1693300
2017/10/12,987.450012,994.119995,985,987.830017,987.830017,1262400
2017/10/13,992,997.210022,989,989.679993,989.679993,1169800
2017/10/16,992.099976,993.906982,984,992,992,910500
2017/10/17,990.289978,996.440002,988.590027,992.179993,992.179993,1290200
2017/10/18,991.77002,996.719971,986.974976,992.809998,992.809998,1057600
2017/10/19,986,988.880005,978.390015,984.450012,984.450012,1313600
2017/10/20,989.440002,991,984.580017,988.200012,988.200012,1183200
2017/10/23,989.52002,989.52002,966.119995,968.450012,968.450012,1478400
2017/10/24,970,972.22998,961,970.539978,970.539978,1212200
2017/10/25,968.369995,976.090027,960.52002,973.330017,973.330017,1211300
2017/10/26,980,987.599976,972.200012,972.559998,972.559998,2042100
2017/10/27,1009.190002,1048.390015,1008.200012,1019.27002,1019.27002,5167700
2017/10/30,1014,1024.969971,1007.5,1017.109985,1017.109985,2085100
2017/10/31,1015.219971,1024,1010.419983,1016.640015,1016.640015,1330700
2017/11/1,1017.210022,1029.670044,1016.950012,1025.5,1025.5,1373444
